epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,719.997,1.13744,1.83465,1.36457,0.93779,0.89661,0.91039,0.59718,1.22231,0.5987,1.04698,0.000302814,0.000302814,0.000302814
